text,img,label
昨日福建省泉州市警察局抓到几个拐卖小孩犯罪团伙现场获救了一名5岁的小孩因他还小说不清楚自己家的详细地址和家里的电话 只知道他是云南昭通市人请看到的每一个朋友都能帮忙转一下,1675,1
太可怕了今年315又有17种问题食品曝光1兰州拉面2砂锅粥加料致癌3来伊份4立顿茶5太子了奶粉6星巴克冰乐7东北饺子参老鼠肉8蛋黄派和榴莲酥9蒙牛10统一奶茶11蛇果上蜡12可乐13费列巧克力有活蛀虫14烧烤15人造鸡蛋16绝育黄瓜17果粒橙这是在服毒吗转,1082,1
话筒519日晚南京三牌楼大街南京网友亲身经历的绑架事件南京的姑娘都长点心了现在人贩子太恐怖了扩散周知,1500,1
地震温情这个可爱又怕死的大熊猫见到警察叔叔的那一刻紧紧抱着他的腿感动又想哭可怜泪天快黑了灾区的人民怎么度过这个夜晚又还有多少人等着我们去救泪,497,1
一只救了32条人命的搜救犬牺牲了昨天下午一只军用搜救犬发现一位大爷它就钻进里面结果塌陷了当战士们将其挖出的时候发现军犬的内脏已经砸烂这只狗狗在这几天已经发现了35名幸存者有32名获救听到噩耗狗的主人李指导像失去孩子父亲般失声痛哭,1860,1
男子和女友ML时JJ自燃 烧焦了2人均是河南商丘当地一所学校的学生女孩今年18女孩透露爱爱前男友喜欢喝白酒这次也是正要到高潮的时候她突然觉得下体越来越热而男友面部表情复杂说不出话才发现有点不对医生证实男子JJ基本报废女孩下体已被灼伤目前起火原因不明From陕西新闻网,2373,1
哦耶联通卡直接用剪卡器剪卡成功别听林志颖扯的什么Nano SIM卡和普通SIM卡之间厚度的理论数值区别剪好后就可以直接放进iPhone 5无需打磨不会突出我把香港和内地的SIM卡都剪了都没问题而且取出也不会卡住实践才是硬道理不过我明天还是会去联通营业厅换张新卡体验换卡过程酷,4976,0
据外媒GSMArena爆料三星将在IFA上发布一款安卓相机采用48 英寸触摸屏1600万像素传感器10倍变焦镜头内置闪光灯比尼康刚发布的S800c更强大的是这款相机不但拥有WiFi功能还会带有3G模块实现随时随地分享,3235,0
送给女人趁我们还年轻多走几步路多欣赏下沿途的风景不要急于抵达目的地而错过了流年里温暖的人和物趁我们还年轻多说些浪漫的话语多做些幼稚的事情不要嫌人笑话错过了生命中最美好的片段和场合趁我们还年轻把距离缩短把时间延长趁我们都还年轻多做些我们想要做的任何事 ,2710,0
辽核杯葫芦岛市青少年创意作品展出8月6日中核辽宁核电有限公司与葫芦岛市团市委共同开展的辽核杯葫芦岛市青少年创意作品展在葫芦岛国际广场盛大开展微博桌面拼图,3511,0
1996年在澳大利亚悉尼一只野狗在水库大便结果当地水务局鉴定水质污染悉尼水业在电视台和报社打广告告诉大家自来水被污染2013年在中国上海几千头死猪出现在黄浦江结果当地水务局宣布水质没有问题 via1句实话,1537,1
越南乳瓜神奇的越南乳瓜神似女性的乳房颜色略呈粉色乳瓜成熟果实含葡萄糖果糖蔗糖胡萝卜素维生素C酒石酸枸椽酸苹果酸等未成熟果实的汁液中含多量的乳瓜蛋白酶脂肪酶营养价值也很高可是这样的瓜你敢吃吗思考,1244,1
女单神般记录26年后重现2011年世界乒乓球单项锦标赛中国队7名女单选手全部进入八强这样神一般的记录在世乒赛女单的历史上之曾出现过一次那就是1985年的哥德堡世乒赛的中国军团即便邓亚萍王楠和张怡宁三大女皇时代没能做到这一点时隔26年中国女单再创辉煌,5125,0
电视剧兰陵王又来一个凶残的热门微博排行榜我王一不小心占了三个位置酷胖兰你真是在用绳命屠榜冯绍峰,3191,0
如果你不能陪你最心爱的球队一起度过艰难的岁月那么当你最心爱的球队辉煌时请别回来如果你不看足球或许你永远都不会知道他们所捍卫的不仅仅是那份荣誉而是身上那份纯洁的白色爱皇马的请不要放弃恨皇马的也请不要放弃因为只有深爱皇马的人才明白什么是Hala Madrid 作者小春Free,4292,0
如今萌妹子肿么这么多中国梦之声选手徐晗不止萌还很嗲你的嗲让志玲姐情何以堪不过可以肯定的是志玲姐虽然说话很嗲但用嗲声唱歌绝对是个挑战可以肯定的是这首歌相当适合徐晗的风格现场黄晓明彻底被征服了最终能顺利过关让人欣慰期待萌妹子更好的表现,5074,0
电影富春山居图即将于九月份开机刘德华确定加盟该片饰演亚洲版的007此前传世国宝富春山居图在台湾顺利合璧联展而影片的故事也将围绕这件国宝展开,3536,0
有时我想优雅地骂个脏话,3692,0
每天都要打扮得能怎么漂亮就怎么漂亮才出门因为你永远不知道今天会遇见谁无论你多少岁读多少书生得美不美都要做个闪闪发光的漂亮姑娘开心的时候要漂亮不开心的时候更要漂亮漂亮如果有秘诀那就是狠狠宠爱自己,5043,0
今天听到邻居家小萝莉唱大风车插电没把我憋成内伤她是这样唱的大风车呀直呦呦转他妈滴他妈滴真好看  转,3566,0
广告人必读书籍1 一个广告人的自白2 如何做创意 3 定位 4 我的广告生涯科学的广告5 广告文案名人堂 6 创意 7 大创意 即蔚蓝诡计 8 奥格威谈广告 9 广告的艺术 10 拉斯克尔的广告历程 11 实效的广告 12 广告大师奥格威晚安,4170,0
新书封面上周完成后给了出版社今天收到反馈说要改成下图那张红色的突然感觉眼角有泪划过,4448,0
小李的推特哈哈哈哈哈哈哈哈哈,1791,1
律师称李天一第一个与女子发生关系 不构成轮奸李双江之子李天一涉嫌强奸罪于7日被批捕76人律师团领队法律大学副校长张爱国教授对媒体表示李因第一个与被害女子发生性关系不构成轮奸罪只判罚较轻的强奸罪批捕ps 尼玛这个故事告诉我们为什么从小要力争第一,1970,1
周一见 马伊利真无辜可怜文章连道歉都是抄袭的看我微博有图有真相 ,998,1
三记新闻国务院将于近日正式批复上海市关于撤消静安区建制将原静安区行政区域拆分划入长宁区和黄浦区的请示同意自2013年1月起撤消上海市静安区以富民路常德路为界线其西面整体并入上海市长宁区其东面整体并入上海市黄浦区涉及拆分的街道做相应的调整衰,109,1
北京第一家麦当当1992年4月第一家麦当劳快餐厅在王府井大街南口开业这是当时在麦当劳系统开设的最大的一家餐厅拥有超过700个座位和29台收银机馋嘴你还记得小时候第一次吃麦当当的回忆吗,3620,0
鸟叔上春晚1分要10万网友愤怒凭江南Style风靡全球的韩国明星鸟叔朴载相近日接到春晚邀请鸟叔给出的最新演出费1分钟10万元除外还要包专机接送有网友愤怒花这么多钱请个韩国人唱两句谁也听不懂的鸟语远远不如把这些钱给西部贫困山区来得实在金鹰网PS过分让小沈阳跳多好,627,1
优点听说轰动全国的安徽籍民工秦某在上海市长宁区散落17600元遭哄抢今查实警方在秦某取款银行处查实秦某仅取款7600元而非秦某谎称的17600元而截至今日秦某的7600元已全返还所以剩下的一万元永不可能出现了秦某的演技使得上海声誉受损另市民仅去电视台为其捐款就达三万余元转,1379,1
浙江磐安人工降雨失误竟然降降雪了转,2264,1
互动话题0点2点 千里共良宵主题再无来生可以重逢主持人DJ黄欢缘由是既然这么多人尽管明白关于末日其实就是个传说但人们都愿意去关注并为这一天做些什么那我们就在黑夜里与TA重逢,2898,0
英媒曝奥运开幕式贝克汉姆有望亲手点燃圣火,2936,0
美国大学生长相酷似16世纪古画男主角据外媒报道美国大学生马克斯盖鲁波日前来到美国费城艺术博物馆参观时惊讶的发现一幅16世纪意大利油画中的男主角竟和他本人长得几乎一模一样PS哥们你是穿越来的吧,3189,0
打针西瓜入夏西瓜成为首选的消暑食品但黑心商贩却把针头对准了尚未成熟的西瓜打针西瓜所注射的禁用食品添加剂甜蜜素和胭脂红打过针的西瓜瓜瓤呈红色汁液也很丰富但没有一点西瓜味所用添加剂破坏 肝脏肾脏的功能影响儿童智力发育等毒性,2344,1
芦山县的灾区照片伤亡人数已经上百大家一起为雅安祈福心心心,340,1
121027韩国男团BigBang受追捧 李晨赞GD权志龙全才  韩国人气男团不仅具有偶像气质实力也获得众人的肯定日前BigBang到台湾开唱时包括林俊杰柯震东黄立行郭书瑶等人都到场观看足大图和内容,5110,0
爱尔兰瑞安航空公司今天公布的新LOGO节操掉了一地     ,878,1
疯了疯了计生干部活活摔死弃婴怒15日下午刘阿婆从乡财政所厕所粪便中将孩子捞起简单清洗剪脐带打针消毒处理妥当正给孩子喂水时武汉黄陂区蔡店乡计生办5人出现夺走孩子掼在地上用脚踢放稻田里淹引起当地群众的公愤,2300,1
据传移动9月1日开始对微信微博进行收费1包月10元月2按收发条数收费100条以下免费100600条5元6001200条10元超过1200条每条002元联通暂不针对微信等产品收费将对新入网用户赠送为期一年免费流量每个送500M的国内流量超出部分按00003元KB收费又传电信正在积极接洽微信,2235,1
重庆国企打响财产公示第一枪 重庆市国资委近日已向重庆能源集团化医集团等多家国有大型企业下发通知要求国企领导干部报告个人收入房产配偶和子女从业子女婚姻等14个类别的情况对于无正当理由不按时报告不如实报告隐瞒不报的将依照有关规定严肃处理,3873,0
2月30号阿拉了该放假蒙牛却在为阿拉生产良心奶,953,1
让人心碎他本打算在终点线求婚的推特账户YourGentleman发推文披露一男子本打算在马拉松比赛终点线向参加比赛的女友求婚怎料女友在爆炸案中不幸丧生自此天人永隔他在推文中这样写道这让人心碎他本打算在终点线求婚的by网站分析公会 伤心,1061,1
米兹大小姐  有多少女人想做这个动作酷举举手偷笑,3050,0
泪 再见朋友美国业余摄影师钱尼在博茨瓦纳一个野生动物公园旅行时拍摄到令人感动的一幕一头母象在死去朋友的尸体旁守护了数小时赶走那些想要接近这具腐尸的秃鹫和鬣狗它慢慢地用象鼻握住死去同伴的象牙并静静地保持着这个姿势像是在跟自己的朋友告别,4280,0
发完信息后第1分钟觉得他在看第2分钟觉得他在回复第3分钟检查自己有新消息没第4分钟想他为啥回复那么慢第5分钟安慰自己说他没看到第6分钟收起手机等待第7分钟掏出手机看以为过了很久第8分钟开始灰心觉得他不会回复了第9分钟好心情完全被破坏对在乎的人会不会这样,5129,0
鸟叔上春晚1分要10万网友愤怒凭江南Style风靡全球的韩国明星鸟叔朴载相近日接到春晚邀请鸟叔给出的最新演出费1分钟10万元除外还要包专机接送有网友愤怒花这么多钱请个韩国人唱两句谁也听不懂的鸟语远远不如把这些钱给西部贫困山区来得实在金鹰网PS过分让小沈阳跳多好,2363,1
看别人不顺眼是自己修养不够人愤怒的那一个瞬间智商是零过一分钟后恢复正常人的优雅关键在于控制自己的情绪用嘴伤害人是最愚蠢的一种行为我们的不自由通常是因为来自内心的不良情绪左右了我们一个能控制住不良情绪的人比一个能拿下一座城池的人强大,4153,0
微讯今天是她的生日演唱的这首月亮河太动人了风靡至今在那个摇滚时代这首柔情慢歌绝对是个奇迹希望她在天堂幸福快乐点击,3385,0
促进孩子品行高尚的8句话1品德比分数更重要 2诚实是做人的第一美德 3竞争中的公平最可贵 4凡事都要问一问自己的良心 5要学会说一声谢谢 6你知道关心父母这让我很开心 7我很高兴你有一颗同情心 8我希望你是个懂礼貌的孩子,3396,0
赶紧检查一下家里的牙膏如果有黑色条赶紧扔掉以后最好不要买大家买牙膏请注意牙膏底部的颜色条尽量选择绿色和蓝牙膏共分4种绿蓝红黑绿色纯天然蓝色天然药物红色天然化学成分黑色纯化学国内的牙膏包括儿童牙膏居然大多都是化学的吃惊,1854,1
我宁愿因做自己而招人厌恶也不愿为了迎合他人而伪装自己科特柯本,3204,0
送两张张惠妹柳州演唱会门票谁要保利大江郡7字头入住15000元江景社区再次疯抢有木有7月28日中午1200前只要你做到以下两点1关注柳州保利大江郡 及柳州锋尚 2转发此微博并 五位好友就有机会获28日张惠妹世界巡回演唱会门票2张哦,3186,0
英国女子生两对男性双胞胎 四名宝宝生日竟同一天据外媒报道日前英国一位妈妈生下一对双胞胎儿子这已是她生下的第二对双胞胎巧合的是4名宝宝的生日都是同一天专家称两对双胞胎均生在同一天的几率小于50万分之一目前全世界仅出现6例,3764,0
夜烛读诗Some birds dont mean to be caged  Their feathers are just too bright 有些鸟儿注定不为鸟笼所羁束它的每一片羽毛上都闪耀着自由的光辉肖申克的救赎,4455,0
原来还有后续的,2129,1
歌曲欣赏 今天是Eminem四十大寿生日特别赠上他1996年出道至今音乐故事的大集合多首经典歌曲伴你入睡happy birthday Eminem蛋糕蛋糕蛋糕,4945,0
删错文件并且回收站也清空如何找回 一不小心删错了还把回收站清空了咋办啊 只要三步你就能找回你删掉并清空回收站的东西这个要留着哦good,2303,1
美国正寻求从香港引渡斯诺登 或将耗35年美国已对目前藏身于香港的斯诺登以间谍等罪名提出刑事起诉消息称美国已准备好提出引渡申请每项控罪最高刑罚监禁十年有香港律师说如果展开引渡聆讯过程可能要3至5年法庭要考虑香港是否有相同控罪否则美国不能引渡斯诺登,2883,0
小伙伴们 你们好啊爱你哈哈哈 候场的时候 自拍是再好不过的娱乐方式啦 我们从初夏熬到了中秋 每天都过得充实 快乐 最重要的是认识了好多热爱音乐会唱歌的小伙伴们 馋嘴路还很长 拼搏与努力会在继续 前方无尽头 加油吧太开心,3198,0
最新消息庐山大部分老房子已经坍塌已有伤亡成都双流机场一度关闭为了缓解交通没紧急事不要前往雅安四川雅安庐山县地区非紧急情况请尽量少使用移动电话保证紧急通讯通畅求扩散话筒 蜡烛,206,1
广州地陷地铁站2年前被纳入地质灾害重点防治区羊城晚报消息根据广州市2011年度地质灾害防治方案今日广州发生塌陷的文化公园地铁站所属的地铁6号线二期沿线属于地质灾害重点防治区57处属于溶洞地质的同德围也在为建设地铁做准备但这里是广州地质灾害最多发地点之一,3159,0
紧急通知新版假币又来了千万不要上当了果断转给身边的朋友吧 By曼布网,2228,1
蘇有朋證實小虎隊將合體 先出專輯再開演唱會 表示小虎隊這三個字自己認為高過我們三個承載一代人的情懷因此若要合體的話希望能夠賓主盡歡不只是懷舊至於唱酬喬不定新聞他也否認這個東西一定是平分少了任何一個人就不是小虎隊新聞全文,3277,0
据小龍微观察 揭露猪都笑了大家都来围观这就是天朝的官员四川雅安7级地震湖南省张副省长一顿只吃一个菜 在接受电视台采访时大谈廉政感想尼玛坐在这么豪华的包厢吃半盘菜装B作秀过了头让人深感恶心和虚伪抓狂,1068,1
痛苦的不是写论文而是你明知道你写的是垃圾更痛苦的是你连写个垃圾都这么慢因为你尝试不要让它那么垃圾更更痛苦的是你写出来还是个垃圾当然最痛苦的是你连垃圾都写不出来,4357,0
不要赠票一起买票看彼得布鲁克大导戏剧邀请展第三年看着76岁高龄的他拉扯着一群年轻人手足相抵把好戏带到我们跟前儿今年这一出彼得布鲁克的情人的衣服他等了数年努力了数度今天好几个朋友说要提供赠票我都不想要我们一起掏腰包支持好吗12月69日国家博物馆剧院,4428,0
在工信部三大网络运营商双重压力下腾讯小马哥最终没能顶住微信收费将于7月1日开始收费标准信息5分条语音1毛条百联君做个小调查7月1日你会卸载微信吗 挖鼻屎,2073,1
中国的崛起绝非前五百年西方列强的轮流称雄他是东方的崛起是另一种文明的崛起人类历史的中心将由西方转向东方以神性为代表的西方文化将衰落以人性为代表的中国文化将崛起这次崛起的起点是1949年拔动东西方文明大转移的巨人叫毛泽东耶稣的时代就将终结毛泽东的时代正在来临,2623,0
转帖今夜三牌楼大街亲身经历绑架事件 南京的姑娘都长点心了现在人贩子太恐怖了via宫小欣等等等等等等等  原帖地址,2384,1
巴萨开下赛季引援名单令人惊要挖空多特蒙德详情,4588,0
请爱护孩子淘气的天性淘气是孩子的天性家长不应阻止只要不伤害到自己和他人淘气的孩子总是喜欢刨根问底爱挑刺这实际上是一种逆向思维发散思维淘气的孩子胆子大敢闯接触面广这对扩大知识面发展个性都有好处未来社会需要思维独特有个性的人才应该爱护孩子淘气的天性,3487,0
人生中出现的一切都无法拥有只能经历深知这一点的人就会懂得无所谓失去而只是经过而已亦无所谓失败而只是经验而已用一颗浏览的心去看待人生一切的得与失隐与显都是风景与风情多多晚安好梦,4805,0
震惊婴儿被害案另有隐情周喜军儿子周磊为真凶周磊平日游手好闲江湖称号经开三哥警察在带周喜军指认现场时发现可疑确认是父亲替儿顶罪自首今日周磊已归案传因婴儿父亲与其女友有染遂劫车杀人报复图为周磊周喜军及被盗车监控照片大家看看到底是老子在开车还是儿子在开车,1226,1
内幕出来了笑的我眼泪都出来了在我的再三哀求下央视铁哥们在一番请示之后终于截图给我了真不能怪何润东润东同学的确是把最后一句删掉了 终于见识到什么是笨蛋了哈哈艾玛我得出去跑跑步笑的我肚子痛死了笑哈哈笑哈哈via笑话大王彭彭THK 走路必须听歌,2221,1
WinXP系统寿命不足两月 停止服务后电脑10分钟内就会出事距4月8日微软停止对Windows XP技术支持的大限不到两月专家提醒一旦微软停止支持服务未升级的电脑在10分钟内便可能受感染微软也表示如果你在XP停止支持后还使用该系统并联网电脑就会陷入重大危险中你还在用XP吗via人民日报,3851,0
广西惊现帝王局长 吃509份低保杨慧峰微博爆料广西都安民政局长黄某一个人吃着509份底保九套房子6个老婆三老婆刘茹跟人偷情被局长打不服报料各位后宫电话江素15078554853黄鹂18777887596张晓15078070889阿萍13478865543丽丽13877860659第二轮反腐开始大家速速顶起,1198,1
不要喝留放在汽车里的瓶裝水 有位朋友的母亲最近才被诊断出乳腺癌医生告诉她女性实在不应该喝留放在汽车里的瓶裝水热能和塑胶瓶子兩者遇在一起就会产生化学物质而那些将会导致人们罹患乳腺癌 在此提醒广大女性朋友小心并且千万不要喝留放在车子里头的瓶裝水减肥常识,857,1
网传文章的道歉微博竟然是抄袭高晓松的酒驾悔过书文章同学你有点诚意没有,686,1
你思考问题的时候会咬嘴上的死皮吧你睡觉会蜷成一团用被子把自己卷起来吧 你害怕一个人的时侯看见别人成群结队吧 你吃饭时搭车时总喜欢坐靠窗的位置吧 你只会对人倾诉一部分事而把另一部分藏心里吧 你讨厌有很多陌生人热闹嘈杂的地方吧 那是缺乏安全感的表现中枪了吗 安好梦,5077,0
這兩天快瘋了因江蘇迫不及待要播出薛平貴與王寶釧提早4月29日也可能4月28日播出所以地面也提早了可能4月18日山東齊魯廣東珠江湖南經視河北4佳齊播請大家隨時注意也請大家廣為宣傳也請密切注意電視台的預告時間,4211,0
请帮人转发 求扩散今天上午我一个朋友的女儿在番禺南郊大润发超市附近被人拐走了小女孩三岁多能准确说出她爸爸的手机号码这是转发朋友圈里同事女儿的照片从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢转发    就是图片小孩,1936,1
見てLEGO的数码相机可爱我喜欢拍照v Look This is my desital toy camera by LEGO What a cute I like it,3531,0
马拉多纳抵京将会面韦迪 表态愿意执教中国球队,4060,0
芙蓉姐姐就这么走了芙蓉姐姐于下午13点左右在家中自杀身亡原因不明济南草根新闻 草根功仔 小豆豆往前走,2447,1
文化视点洛天依唱响草根音乐梦不一定要站在聚光灯下不一定要有专业的音乐背景不从中赚取一分钱仅凭着一份热爱一腔热血洛天依的爱好者们游走于虚拟与现实之间一路与之相伴演绎着纯粹的草根音乐梦想详见 南方日报 11月1日A15 家在北疆 奔走抓狂夏日初 苗苗方程式 胡念飞,4938,0
横沥大停电横沥的童鞋伤不起啊网友Sam_crew 报料说他们公司接到通知横沥全镇将于5月5日晚上10点开始停电整顿镇内电网要停26个小时直到5月6日晚上12点各位横沥的童鞋赶紧把手机充好电这么热的天气来个大停电到底是想肿么了横沥的童鞋又有什么打算呢泪,4449,0
美食潮讯澄海东里老戏院木棉下老式拖冰吃过都说不错夏天要来啦组团一起去吃吧花心 via张益达凯特连锁 关注全球潮汕,3227,0
人与人的交往多半肤浅或只有在较为肤浅的层面上交往才是容易的一旦走进深处人与人就是相互的迷宫史铁生 晚安,2825,0
新骗局请注意如果你接到任何一个电话包括10086或10010说是在检查你的线路并要求你按键或其它任何按键请不要按那些键并马上结束通话那是一家诈骗公司他们的机器能在你按下任意键后连接到你的SIM卡并用你的话费打电话还可以窃听你的一切通话和短信也就是复制卡,223,1
诗心不朽1849年10月17日39岁的钢琴诗人肖邦在巴黎因肺痨去世弥留之际他写下遗言由于大地会让我窒息请将我的遗体解剖以免遭受活埋之苦他的心脏被安放在华沙圣十字教堂的一根柱子里其上刻有一段墓志铭你最珍视的东西在哪里你的心就在哪里听一曲肖邦晚安,4150,0
有人说失眠是因为你正在别人的梦里辛苦地忙碌着  晚安,5008,0
刘翔三周前即感肋部不适,2886,0
痘痘告诉你哪里病了 这边提醒各位 肝上火 脾气一定会变得比较暴躁 这个没办法控制的 最好真的是 少熬夜,2906,0
新版假币又来了开头是CE86和CH31这次仿真水平超过HD90版100元编号CE86CH31HB90WJ1开头均为假币50元编号FA开头的均为假币10元编号AB77AB88AB99开头的均为假币请转发给你的朋友让更多的人知道,1980,1
看看在你2013年生日那天你干了神马我抽了最恨的人一耳光转,3971,0
昨天爆出Paul Walker的车祸死讯夜里爆出死者照片结果刚刚又爆出已经缝合好的照片据说没有死你们这是要折腾死我们啊照片血腥请谨慎查看,228,1
变态啊这是日本人所发明的一种宠物养殖技术叫盆景猫他们给小猫喂食一种促进骨质软化的化学药物然后强塞进瓶子里等小猫长大身体胀满瓶子 哼,1933,1
你生命中有没有一个人名字的字母是L的对你很重要的有就转,3012,0
很多你觉得天大的事情当你急切地向别人倾诉时在别人眼中也是个小事他最多不痛不痒呵呵地应和着因为他不是你他无法感知你那种激烈的情绪直到有一天你觉得无需再向别人提起甚至觉得向别人提起这事就怪可笑的你就已经挽救了你自己这世界上除了你自己没谁可以真正帮到你转,3026,0
已经证实保罗没死图慎点,1071,1
紧急提示雅安地震赈灾中的工作人员在没有医药的情况下在患者伤处敷很薄的生土豆片可以快速使伤口愈合消肿而给患者喝生土豆汁也可以快速补充能量促进康复比很多特效药都管用此方法如果能推广可以节省大量医药成本也能降低医疗难度有不明之处可以咨询我们电话13810039863,1394,1
这是全世界文科生的榜样啊我的世界观崩塌得一塌糊涂by 人人爱重庆,4031,0
我來整理家園啦首先要謝謝小志跟大家鄭重的介紹我才不讓你們一頭霧水還以為姐姐是哪一個詐騙集團的偷笑最感謝你們把我發佈的微博不停的轉發讓更多的穎友認識我可爱這樣以後我有小志的獨家消息就會有更多人看見了太开心今天有一個秘密行程送給大家剛剛陪小志練舞去了偷笑,3709,0
真敢说怒全国政协委员王平建向党中央建议取消录取农村小孩上大学资格不鼓励农村小孩上大学其认为农村孩子身上有很多坏毛病农村孩子上大学城市孩子会被影响这样城市孩子也变坏中央必须采取行政手段禁止农村小孩上大学农村人身上的很多坏毛病任何一个有文化城里人都忍受不了,2223,1
假如你想要一件东西就放它走它若能回来找你就永远属于你它若不回来那根本就不是你的YM,4506,0
爆料上海惊现靴子楼北京大裤衩苏州有大秋裤在魔都有网友又发现一处奇楼远观活脱脱一只马靴这正是山外青山楼外楼一楼更比一楼牛靴子楼在哪里你看到过吗viastv新闻夜线,2816,0
难得一见宝宝在羊水里原来是这样吃惊国外一位医生在一次剖腹产手术中取出了这个羊膜还没破被完全包裹在羊水里的婴儿他表示这是他职业生涯里第一次那么完美地取出一个婴儿于是赶紧拍下照片发上facebookvia英国那些事儿,3945,0
今天整理旧书旧报发现了小学时代的回忆真是老泪纵横啊哈哈哈这俩东西有人买过吗,3282,0
我曾经很长时间淘宝成瘾当被关注和别人有链接时对淘宝会兴趣大减心关闭时成瘾最严重很长一段时间确实无法自主自律好像让别人掌握了自己的命运仅仅观察到这些就好莫苛求成为自律的人觉察并深深的允许一切都会过去心无数次破碎只为更好地打开,4708,0
马特达蒙Matt Damon43岁生日1970年10月8日出生于麻省剑桥市为追逐演员梦从哈佛大学辍学和好友本阿弗莱克自编自演心灵捕手即斩获奥斯卡最佳剧本获得第70届奥斯卡最佳男主提名和第82届奥斯卡最佳男配角提名代表作品有心灵捕手天才雷普利谍影重重三部曲婚后育有仨女,2854,0
你好明天年一天天近了在奔波的路人心中家就是一扇门几间屋可对房姐房爷来说门有几多屋有几何人不能和人比可制度应平等对待每个人改革收入分配政府不能简单切蛋糕更要致力于公平规则的建立公权一旦成为特殊群体的利益垄断工具将肥了少数人苦了天下人安,4299,0
魔卡1分抢答大作战6月19日问答题图中被遮挡住的内容是什么转发评论附上角色名服务器1时空旅者 2精灵祭司 3森林女神 4金属巨龙 5荣耀巨人 6降临天使 7光明之龙 8血祭恶魔 9德玛西亚 10邪灵女巫 11背主之影答案1501分之前回答正确的玩家将送上奖励每次每个ID只限参加一次,4022,0
为爱当人肉奶粉罐 香港海关查获第一起人体藏奶粉出境案图为从该女子体内排出的奶粉包3月1日晚香港海关查获一起年青女子人体藏奶粉案件涉案奶粉达2000克该女2月29日入港出于对孩子的爱竟然无视特区法律甘当人肉奶粉罐目前该案已移交香港海关缉奶部门作进一步侦办,57,1
河南强拆22岁少女讨说法被禽兽马路上扒光衣裳示众河南许昌市东城区恒达名门尚居强拆现场禽兽拆迁人员扒掉戚小芳22岁的上衣羞辱记者连线打人者打人者称我以一个共产党员保证没有打她戚小芳报案警方也不给任何说法 求辟谣去转发 ,883,1
女友不解地问男友为什么男人有很多女朋友会被人羡慕而女人有很多男友会被鄙视男友语重心长地说就好像是一把钥匙可以开很多锁会被人称作万能钥匙而一把锁若是可以被很多钥匙开那就说明锁有问题,3913,0
2013我们如智者面对生活乐观积极我们似行者追求梦想永不停歇我们做勇者面对挫折越挫越勇我们为德者化解仇恨以德报怨这一年我们收获了很多愿2014可以更加美好幸福鲜花的快乐生活 专业提供网上订花鲜花速递市区最快三小时内送达,3261,0
人民网失联航班或有乘客冒充他人混上飞机详见新闻截图,3389,0
中菲友谊2010年8名香港人在菲律宾被枪杀一个月后菲总统访华得500亿美元订单大礼4个月后菲获赠价值1千多万的8辆流动医疗车3个多月后菲海军以执法名义扣中国渔船和5名渔民10天后菲遭天灾中国送上的慰问金超过美日韩法国的总和转,1887,1
这是一个外国人无法理解的国家北京一名外国大姐挡在一辆驶入非机动车道的汽车前微笑着劝司机回到机动车道去司机先是鸣喇叭再谩骂后推搡要老外让开老外坚持着不让司机最后夺过自行车丢在了路边在非机动车道上扬长驶去围观的国人在边上笑看不知所措的外国大姐 viai彭三金,1331,1
泪蜡烛噩耗好莱坞影帝Nicholas Cage尼古拉斯凯奇个人介绍,673,1
我同Eason講去到人來人往我已經喊喇佢答我因為我哋年紀大喇 就係年紀大咗聽你嘅歌味道更覺濃圖畫更立體今晚明白了一件事人愈大識得享受嘅更加多多謝Eason繼續Good show吹神,3020,0
微信收费标准 在工信部运营商双重压力下小马哥最终没能顶住微信收费将于7月1日开始收费标准信息5分条语音1毛条按这样的标准有多少人会放弃微信其实中国人的微信使用已经包含了流量费如果微信收费那么微博没理由不收费大家转起来让那些眼馋着不该眼馋的人士无地自容,1803,1
提醒花露水属易燃品 涂完别马上做饭夏天来了蚊子也来了需注意的是花露水属易燃品涂抹完之后不要马上做饭抽烟等花露水的酒精浓度达7075且燃点低一般24就能燃烧花露水燃烧有多可怕看动态图就知道了切记速速转走爱心传递转,2418,1
司机注意啦昨天下午六点开始武汉市高清探头全部启动副驾驶室不系安全带相同处罚开车时打电话罚款50元闯黄闪罚200越线停车罚100今天起晚六点半至深夜二点为期60天全国交警集中查处酒驾一经查获一律拘役六个月五年内不得考证 相互转告亲友并通知同事避免被罚via乐里街区,2157,1
驾驶证新规2013年1月1日施行1闯红灯记6分罚100元2酒驾5年内不得再考取驾照3不系安全带记3分罚100元4副驾不系安全带记1分罚50元5行驶途中打手机记3分罚100元6行驶途中抽烟记1分罚100元7有意遮挡号牌记12分顶额处罚8超速驾驶记6分,1655,1
近日网友在网上曝光了韩星张根硕的证件照引起鳗鱼张根硕粉丝热烈讨论有粉丝称赞张根硕的脸型无可挑剔详情戳,3187,0
转云南小山村发生怪事 母猪生下8个小孩1  昨天凌晨12点云南省昆明市宜良县的一个小山村发生一件怪事一只母猪居然生下8个男婴儿在场所有人都不敢相信自己的眼睛各国专家都赶到现场后都无法解释这一奇特迹象这将成为世界历史上的未解之迷,683,1
